,text,class
1515,"Ganguly, Saurav Offers information, statistics, profile and photographs. ",Cricket
12871,"Mystic Mountain Offers downhill skiing on 5 slopes and cross-country skiing on 8 trails. There is also a half pipe for Snowboarding, and tubing. A part of the Nemacolan Woodlands resort and spa. ",Winter
880,"Kobe-Bryant-24.com News, biographical information and a picture gallery. ",Basketball
7883,Mike's Pro Shop and Playing Field South Florida's Paintball Supply Depot since 1981 with Pro Shop and Playing Field in West Palm Beach. ,Paintball
9096,"Western New England College Men's Soccer Golden Bears. Scores, statistics, roster, game schedule, pictures, season review and awards. ",Soccer
10130,"Calgary Highland Games Photos, results, schedule of activities, links, and information about heavy athletic events. Games feature piping, dancing, athletics, sheep dogs, and clans. Held annually in September in Calgary, Alberta. ",Strength
4256,"PriestHolmes.com Includes personal and player biography, game statistics, and community involvement. ",Football
7070,"Magnolia Speedway Located in Columbus, this 3/8 mile, high banked, clay, oval track features Late Models racing. Schedule and race results. ",Motorsports
8054,"Loyola College Cross Country Greyhounds. Statistics, pictures, news items, individual statistics, quick facts and a seasonal outlook. ",Running
404,"#25, the Sultan of Swing Includes videos, downloads, pictures, and links of Mark McGwire. ",Baseball
3164,"Metro Blades Fencing Club Located in downtown Toronto. Foil-only city club that offers beginner classes to the general public, as well as training for intermediate and experienced fencers. ",Fencing
6248,"Wheaton College Women's Lacrosse Lyons. Game schedule with results, coaching staff, player roster, statistics and information on previous seasons. ",Lacrosse
4411,"Toronto Raiders Provides news, roster, schedule, standings, and related links. ",Football
207,ESPN.com - Brian Rose Profile and career statistics. ,Baseball
11646,"North Carolina Central University Eagles. Contains pictures, roster, press releases, scores, statistics, and a schedule of upcoming games. ",Volleyball
12416,FAQ: Physics of Rowing All about the scientific aspects of rowing. ,Water
8396,"Zane Grey Highline Trail 50-mile race through the Tonto National Forest for fifty qualified applicants with an application, past results and a course description. ",Running
11812,"Ohio State University News, statistics, team roster, match schedule and results. ",Volleyball
656,"Western Kentucky Women's Basketball Lady Toppers - official web site with news, schedule, roster, statistics. ",Basketball
8173,"Jacksonville University Women's Cross Country Cross country information is incorporated into the official Dolphins' track and field site. Roster, schedule, news. ",Running
11851,Big Ten Volleyball Home Page Conference standings. ,Volleyball
7309,"Talladega Short Track Located in Talledega this dirt track offers Late Model, Stock Car, IMCA modifieds and Go-Kart racing events. Track facts, rules, schedule, race results, points, driver profiles and photo gallery. ",Motorsports
3230,"Western Washington Division Competition schedule and club contact information for western Washington, including Seattle. ",Fencing
7687,Team Flesh 'n Bonz An amateur tournament team in the Buffalo area. ,Paintball
12381,"Rutgers University Crew News, roster, results, history and pictures the Scarlet Knights. ",Water
8311,"Dayton Hash House Harriers Schedules, contacts, and pictures for the Dayton Hash House Harriers, a club that runs Hare and Hounds trails in Dayton, Ohio. ",Running
7193,"Good Times QMRA Quarter midget racing for boys and girls aged from 5 to 16 located in Central California. View news, schedules, how to join, results and email for information. ",Motorsports
3069,"Ladue Highland Fencing Club Club logistics, contacts and related links for this salle operating in multiple locations in Missouri. ",Fencing
4034,"College Football: Northern Illinois - CBS SportsLine News, schedule, roster, statistics, and alumni tracker. ",Football
5693,"Johan Hedberg Biography, transactions, accolades, records, and detailed game directory. ",Hockey
8952,"Art on Ice A figure skating event including live musicians and skaters based in Switzerland. Site includes production information about production and skaters, schedule and online ticketing. ",Skating
5530,"Lehigh Valley Wicked Ice Hockey Women's team. Includes information about the team, games, statistics, schedule, and events. ",Hockey
12650,"Camden Snow Bowl Near Camden Harbor with views of the ocean. Trail map and mountain statistics, live cam, snow conditions and information about their toboggan chute. ",Winter
6207,"Union College Men's Lacrosse Statistics, player roster, game schedule, current standings and news articles. ",Lacrosse
419,"College of William And Mary Baseball Tribe - official site includes news, schedule, roster, and statistics. ",Baseball
3549,"Ultimate Frisbee New South Wales Leagues Directions, current standings, teams listing, game schedule, registration and pictures. ",Flying
1203,"Dakota Bowl &amp; Recreation Center Includes information on leagues, tournaments, restaurant, and coupons. ",Bowling
2950,"Cutting Corner Ranch Breeding Quarter horses and Paints for cutting, reining and ranch work. Pedigrees, photographs, and sales. Located in Ore City. ",Equestrian
9196,"Mill Woods Soccer Association Information, registration, tournaments, contacts, and links. Edmonton, Alberta. ",Soccer
5226,"Rowlett Gymnastics History, staff, credentials, mission statement, offerings, extras. Offers recreational and competitive gymnastics, private lessons, open gyms, parents night out, birthday parties, and cheer tumbling. Located in Rowlett. ",Gymnastics
10350,"Weight Training Center Weight training information and methods for aggressive bodybuilders, with a free coaching-newsletter. ",Strength
2474,Mondial du Velo Portal to bicycling events and competitions throughout Quebec and Canada. [English/French] ,Cycling
584,"USA Today - Coastal Carolina Lady Chants Schedule/results, roster. ",Basketball
8573,"Minnesota RollerGirls All-female, amateur, flat-track roller derby league in Minneapolis-St. Paul, MN. League history, events calendar, photographs, news, player profiles, and how to get incolved. ",Skating
9230,"Richmond Kickers Elite Girls U14 travel soccer team from the Richmond area. Includes news, history, photos, sponsors, and related links. ",Soccer
10033,Fergusons Fitness Advice on nutrition and workout programs. Tons of exercises with descriptive techniques. Bodybuilding techniques for everyone. Athletic training tips and suggested supplementation. ,Strength
1141,"Georgetown Bowl Five-pin bowling centre in Georgetown, ON with party facilities, rock and roll bowl and a fully licensed snack bar. ",Bowling
5398,"Queen City Gymnastics Offers classes and team for boys and girls. Includes pictures, results, and gymnast news. Located in Cincinnati. ",Gymnastics
8838,Speed Skating Canada Contains details of events and results. ,Skating
6896,"Fusion Academy of Brazilian Jiu-Jitsu Located in Salt Lake City, Utah and Northern Virginia. Classes in Brazilian jiu jitsu, kodokan judo, freestyle and Greco-Roman wrestling. ",Martial
1198,"City of Echuca Bowls Club Greens, events, history, honours, and photographs. Murray River near Moama, Australia. ",Bowling
8927,"Criss Ross Roller Skating Center Roller skating rink located in Middleburg, Pennsylvania. Includes directions to the rink, skating session schedule, birthday party information, and upcoming events. ",Skating
7159,"Western New York Motocross Association Contains coverage of motocross racing in Western New York. Incorporates race schedule, results, pictures, rider profiles, and a for sale section. ",Motorsports
9663,"Rainier Jets Select Fastpitch (16U) 16U competitive girls fastpitch team from Seattle, Washington. ",Softball
4430,"Washington Redskins News News feeds from newspapers, sports sites and blogs. ",Football
2659,Kellas Shetland Pony Stud Miniature and standard Shetland ponies in a variety of colors. Located in Scotland. ,Equestrian
11902,"King and Queen Volleyball Outdoor volleyball tournaments offered in a co-ed doubles format, with no partner needed to register. Features schedule, point standings, photos, message board, and directions. ",Volleyball
13442,"Hardcore Pepper Fan Club Dedicated to Pepper, Al Snow's former mascot. Includes a fan club and pictures. ",Wrestling
5586,"Buffalo Sabres Central Statistics, news, links, forum, polls and views on the team. ",Hockey
2163,Piney Flats Racing Team Mountain bike racing team participating on the East Coast. ,Cycling
