,text,class
6511,"Zile is Lossy Emacs An Emacs clone useful for small footprint installations (like on floppy disk) or quick editing sessions. Available are a description of the features, information about how to get Zile, links to the documentation and screenshots. ",Open
790,"Cadet 2004 A text editor which allows to create, edit and spell check text, attributes, notes and text tables in AutoCAD drawings. ",CAD
9182,"""mac-opengl"" Mailing List (Apple) This mailing list is to allow discussion on the use and programming of the OpenGL technologies on the MacOS. ",Systems
1192,"Flextime Ltd Specialises in custom time and attendance, access control, staff scheduling and id systems. ",Companies
2870,"GeoVRML Website of the official Web3D Consortium working group, with the goal of developing tools and recommended practice for the representation of geographical data using the Virtual Reality Modeling Language (VRML). ",Data
4325,Texture Portal A collection of textures available for purchase. ,Graphics
6448,"Underground Digital Media Offers graphical 3D ""wireframe"" environment with links, downloads and audio mixing. ",Multimedia
5316,Mail2Go - Web-Based E-mail E-mail at mail2go.com ,Internet
8349,Shibbo Free web based service to store and manage anonymously access data for Internet services or devices. Available in a commercial Portable App version. ,Security
3700,"Rapid Computer Training Scheduled training courses in MS Excel, PowerPoint, Word, Access and Outlook. Located in Vancouver, BC, Canada. ",Education
2075,"Megaplex IT Solutions, Inc. Business and residential IT services. Includes services offered and contact information. ",Consultants
2837,"Integrated Communications Management of Broadband Networks Online book, topics are network management, TMN, ATM, broadband networks, requirements, specification, architecture, design and implementation. ",Data
8553,"Fission Combines address bar and progress bar, like Safari. ",Software
7825,Vex Fan Discussion forum for Vex Robotics kit owners. ,Robotics
7694,"Atlanta Hobby Robotic Club Based in Atlanta, Georgia, United States. Holds monthly meetings, monthly RBNO, and annual Robot Rally competition. AHRC was founded in 1981 as an offshoot of the Atlanta Computer Society. Discussion forum, photos, meeting minutes, and calendar. ",Robotics
6883,"Open Cubic Player Module sound player with a console interface. Site includes source code, screenshots, and project information. [Linux] ",Open
8645,"eTouch Web Content Management and Document Management solutions with WYSIWYG editing, templating, business process automation (workflow), WebDAV, versioning and site management. eForms automation tool. ",Software
2073,"Darien Computer Consultants LLC Firm profile, explanation of services and portfolio of web development projects. ",Consultants
70,"Sorting Algorithms for Machine Learning Various sorting algorithms including insertion, quick, merge, heap, Dutch National Flag, and radix with on-line demos. [Free] ",Artificial
1941,"Breugel, Franck van York University, Ontario - Concurrent programming languages, semantics, specification languages. ",Computer
3154,Complete CSS Reference Single-page reference for commonly used CSS properties. ,Data
9193,PDA Kobo Palm and PDA memory upgrades and maintenance. Cases can be painted and buttons replaced. ,Systems
5424,CyberOptimizer A program that optimizes Internet connection parameters and blocks unwanted sites. Updateable lists of sites are included. Choose to block adult or advertising sites. ,Internet
8428,"Trend Virus Encyclopedia Trend Micro issues regular advisories regarding new viruses, including a guide to avoiding them in the first place. Site covers risk factor of the newest viruses. lists top ten virus and offers a security alert archive. ",Security
3782,AS400online Web and computer based training for information technology skills. Includes an AS400 virtual lab. ,Education
1775,"MÃÂ¼nster, University Department of Computer Science. Research projects focus on computer networks, 3D graphics, visual parallel programming environments, parallel and distributed processing, neural networks, and object-oriented geographic information systems. ",Computer
9403,"The BBC Microcomputer System Games Archive Includes a history of the BBC, advice on how to obtain a BBC, emulator information, interviews with influential people in the Beeb scene, details of unreleased games, a high score table, and a large list of companies, with descriptions of the games each produced. ",Systems
767,"Tristar PTC Reseller offering hardware, software, training and consultancy, based in Arizona with offices throughout the USA. ",CAD
1684,"Santa Barbara City College Santa Barbara, California ",Computer
5315,RFC 0871 Perspective on the ARPANET Reference Model. M.A. Padlipsky. September 1982. ,Internet
4224,"Cosmic's Naam Animaties All names are free, as long they are not used for commercial purpose. ",Graphics
8515,"GAX Professional v2.2 Pick colors from every part of the screen; GAX automatically detects the palette of various windows on the screen, therefor sampling the color with 100% accuracy. Included are a screen ruler and a screen-capturing tool with a variety of ways to capture parts from the screen or the entire screen. ",Software
4753,"Stratus Computer Provides continuous availability on its servers, with non-stop processing. ",Hardware
1787,"CSR 2006 International Computer Science Symposium in Russia. Saint Petersburg, Russia; 8Ã¢ÂÂ12 June 2006. ",Computer
6681,OpenSource.org: Open Source Definition A definition of the Open Source license for software. ,Open
1818,Saint-Petersburg State University Database Research Group. English/Russian. ,Computer
4958,"Green Solutions Multi-media manufacturing company providing environmentally sensitive products for wholesale and retail; includes Blu-ray discs, DVD, CD, books and magazines. ",Hardware
8708,Cowichan Valley Linux Users Group (CowLUG) An active community of Linux users of differing skill levels and areas of expertise ,Software
5335,"Whitewolf Design Flash, Shockwave, QuickTime, QuickTimeVR, RealVideo, RealAudio, LivePicture virtual tour and ColdFusion multimedia-enhanced sites for small to medium businesses. ",Internet
750,Randy Hesse: Chaos Mixed 3D modeling and rendering of AutoCad files such as cars and other objects. ,CAD
448,"Gini, Maria University of Minnesota. Distributed intelligence, cooperation of miniature robots, robot navigation, multi-agent systems for e-commerce and supply-chain, economic agents. ",Artificial
1963,A Compendium of NP Optimization Problems This is a preliminary version of the catalog of NP optimization problems. ,Computer
1911,"ICDCS 2002 International Conference on Distributed Computing Systems. July 2-5, 2002, in Vienna, Austria. ",Computer
2480,Arte NumÃÂ©rica Consulting services and custom solutions. Uses open-source tools. Portugal. ,Consultants
9088,Please Fix The iPhone Wish list of bug fixes. ,Systems
737,"Argos Systems, Inc. Software for construction and design management, with CAD tools for wood and steel frameworks and premanufactured housing. ",CAD
6634,"DataparkSearch Engine Tool Open source search engine tool released under GPL and designed to organize search within a website, group of websites, intranet or local system. ",Open
1649,"Stuttgart, University Faculty of Computer Science. Computer architecture, computing software, dialogue systems, formal concepts of computer science, graphical engineering systems, intelligent systems, programming languages, software engineering, theoretical computer science, parallel and distributed systems, image understanding, integrated systems engineering and large system simulation. ",Computer
